NumberOfOffers,Outcome,FirstWithdrawalAmount,MonthlyCost,CreditScore,Treatment,limit raise,new credit,car,caravan / camper,existing loan takeover,extra spending limit,home improvement,motorcycle,not speficied,other,"other, see explanation",remaining debt home,unknown
1,1,8304.0,106.46,884.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,152.82,715.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,6000.0,147.2,943.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,17000.0,174.66,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,7500.0,333.47,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,116.23,407.29,892.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,25000.0,273.28,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,11700.0,504.38,899.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,9148.16,551.51,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2583.0,260.8,1016.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,27500.0,296.19,870.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,12000.0,130.57,926.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,7000.0,199.0,742.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,154.11,989.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,15000.0,157.59,796.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,250.0,899.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,106.46,1023.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1.0,297.88,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,50000.0,509.11,974.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,13531.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,4849.0,529.48,801.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,20000.0,210.12,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,5000.0,56.3,690.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,35000.0,374.24,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2819.0,305.47,1002.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,35000.0,1035.23,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,23500.0,417.47,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6,1,31837.0,402.2,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,42500.0,432.75,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,5000.0,222.31,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,7000.0,299.55,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,4413.0,199.14,1071.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,152.82,775.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,7400.0,174.86,899.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,15000.0,347.44,901.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,47.0,469.4,935.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,5000.0,149.07,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,250.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,41.0,634.15,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,4040.0,149.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,25000.0,254.56,878.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,8304.0,100.0,899.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,70.13,436.31,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,12000.0,127.75,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,3698.0,570.21,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4,1,7495.0,205.49,907.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,10000.0,300.07,1080.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,7000.0,519.96,995.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,252.12,899.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,254.56,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,8000.0,91.62,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,178.58,280.01,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,13000.0,568.1,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,75000.0,763.67,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,36000.0,964.78,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,254.56,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,152.82,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,8975.0,509.11,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,15000.0,332.94,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2400.0,175.0,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,2918.0,184.94,919.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,2009.0,106.46,754.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,10000.0,344.89,967.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,174.51,922.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,10000.0,300.07,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,25000.0,261.48,899.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,22000.0,226.03,925.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,12450.0,370.33,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,150.0,892.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,6500.0,198.67,766.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,25000.0,1086.97,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,400.0,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,6700.0,243.15,973.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,305.47,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,21000.0,477.11,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,8304.0,350.0,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8304.0,407.29,832.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2000.0,200.0,860.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,43000.0,437.84,951.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,16000.0,366.97,606.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,8304.0,106.46,1085.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,6720.0,254.56,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,25600.0,260.67,974.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,6150.0,519.29,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,156.0,397.11,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,27.0,261.23,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,45000.0,458.2,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,7500.0,174.04,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,56.3,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,13000.0,353.98,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,13000.0,141.45,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,5000.0,56.3,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,9847.0,509.11,964.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4,1,13.0,149.04,871.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,37000.0,376.74,1001.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,45000.0,458.2,878.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,5000.0,222.31,601.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,2621.0,205.49,755.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,7000.0,165.4,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,656.68,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,6891.0,154.11,708.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,20000.0,205.49,1054.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,43.54,199.89,861.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,222.31,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,500.0,899.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,7964.0,439.07,1093.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,119.02,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10250.0,164.39,752.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,493.0,118.15,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2546.0,204.86,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,20000.0,454.39,899.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,6500.0,289.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,165.45,835.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,20000.0,803.98,882.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,15000.0,154.11,899.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,45000.0,458.2,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,10000.0,106.46,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4,1,14891.0,184.94,780.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,1,118.42,236.31,841.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,316.0,915.7,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,12000.0,360.08,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,199.14,1107.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,47499.0,546.57,826.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,30000.0,305.47,1025.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,7000.0,721.65,924.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,118.15,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,5100.0,350.91,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,25000.0,254.56,850.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,7000.0,78.82,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1000.0,550.0,899.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8304.0,150.0,836.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,1,14938.86,233.23,795.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,35000.0,356.38,921.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,6000.0,75.61,694.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,35000.0,356.38,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,50000.0,509.11,964.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,14300.0,363.52,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,237.6,259.65,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,347.54,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2043.0,126.52,970.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,10000.0,234.56,831.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,59.99,918.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,28714.0,432.75,1064.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,118.15,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,10000.0,106.46,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,20133.0,1295.57,899.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4,0,8000.0,196.26,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,13100.0,157.59,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,20000.0,1288.54,1006.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,2668.0,230.66,901.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,10000.0,302.21,938.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,250.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,952.0,127.6,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,20000.0,205.49,907.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5201.0,260.67,897.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,25000.0,269.27,1000.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,6000.0,562.83,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8480.0,111.78,943.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,19497.1,313.67,855.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,27500.0,280.01,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,308.24,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,7500.0,157.59,663.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,509.11,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,5700.0,253.43,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,120.0,949.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,15000.0,154.11,974.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,15000.0,154.11,899.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,8304.0,150.0,899.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,40000.0,407.29,853.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,7000.0,165.4,1048.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,149.07,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,6000.0,67.56,693.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,35000.0,356.38,1025.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,17300.0,177.74,899.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,10600.0,320.35,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,200.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,211.0,319.72,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,342.12,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,8304.0,150.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,12500.0,288.32,889.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,150.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8500.0,200.85,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,6000.0,183.39,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,800.0,150.0,899.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,118.15,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,48000.0,1498.21,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,570.27,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,7000.0,159.59,1057.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,7400.0,137.33,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,3377.0,220.62,874.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,6000.0,159.6,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,5000.0,118.15,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,45000.0,470.67,918.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,5000.0,222.31,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,7284.0,330.92,919.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8304.0,600.0,899.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,35000.0,356.38,945.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,893.27,56.3,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,6000.0,289.53,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,0,30000.0,305.47,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,20000.0,205.49,841.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,56.3,762.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,300.07,743.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,254.56,1011.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,261.48,974.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,55000.0,560.02,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,154.11,828.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,8304.0,87.83,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,13000.0,390.09,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,300.07,929.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,154.11,1000.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,10470.0,259.65,964.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,15000.0,356.38,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8304.0,127.6,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,25000.0,254.56,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,10000.0,300.07,1001.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,152.82,899.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,9000.0,306.33,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,18598.99,205.49,809.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,154.11,869.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,7500.0,646.58,1004.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,8304.0,133.07,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,5445.54,442.07,725.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,118.15,943.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,35000.0,381.83,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,21263.0,336.01,836.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,7500.0,84.45,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,13000.0,138.39,869.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,702.89,923.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,250.0,1064.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,27000.0,274.92,956.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1525.0,386.23,735.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,64000.0,651.66,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2700.0,548.88,778.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8304.0,474.62,899.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,8000.0,196.26,1039.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,223.32,381.83,799.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,10000.0,249.58,758.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,6.0,395.32,845.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,10000.0,313.78,763.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,30000.0,305.47,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,5000.0,118.15,899.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,15000.0,653.47,931.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,18000.0,184.94,912.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,435.0,295.29,619.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,20000.0,226.68,961.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,17800.0,182.88,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,11114.17,739.45,878.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5547.0,277.92,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,7000.0,194.52,763.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,3696.0,200.85,899.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,15000.0,157.59,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,35000.0,356.38,864.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,19000.0,796.03,804.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,97.56,200.35,925.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,8304.0,200.0,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2942.49,154.11,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,5732.89,154.11,666.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,15000.0,1032.25,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,6000.0,289.53,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,10000.0,302.21,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,4641.0,157.59,917.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,5000.0,199.14,949.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,20000.0,210.12,713.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,11000.0,253.72,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,19000.0,431.67,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,12500.0,175.0,894.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1438.0,349.0,929.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,7000.0,250.0,986.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,7959.0,532.74,790.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,153.93,58.55,995.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8304.0,190.44,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8000.0,189.03,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,35000.0,356.38,960.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,15000.0,154.11,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,6000.0,300.0,1051.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,8304.0,184.94,850.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,2700.0,320.95,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8304.0,254.56,897.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,15.0,323.29,995.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,431.05,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,34.0,315.65,785.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,5000.0,56.3,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,8500.0,253.42,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,902.0,203.72,1018.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,18000.0,623.6,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,15000.0,157.59,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,8304.0,300.0,937.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5205.0,356.38,864.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,8304.0,200.0,899.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,3523.0,283.45,984.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,60.0,622.33,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,431.05,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,400.0,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,15000.0,154.11,857.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,30000.0,313.78,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,575.31,805.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,8304.0,200.0,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,10300.0,154.11,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,6000.0,266.77,850.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8566.0,195.21,860.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
